ID;Sand %;Clay %;Silt %;pH;EC mS/cm;O.M. %;CACO3 %;N_NO3 ppm;P ppm;K ppm;Mg ppm;Fe ppm;Zn ppm;Mn ppm;Cu ppm;B ppm;Adequação MILHO
1201;0,19336;0,28032;0,71431;0,2267;0,08094;0,31441;0,05247;0,0155;0,03148;0,1781;0,12667;0,27892;0,00509;0,013;8e-05;0,02537;0,0
1813;0,46629;0,26244;0,44953;0,45318;0,11945;0,35524;0,00282;0,10599;0,06553;0,32209;0,14442;0,01092;0,13356;0,08052;0,0327;0,35875;1,0
1779;0,43172;0,23761;0,5116;0,33385;0,10576;0,39954;0,04394;0,03655;0,08386;0,00444;0,01117;0,01522;0,16288;0,03436;0,02473;0,34107;1,0
1330;0,3671;0,47289;0,33093;0,4708;0,09723;0,43097;0,03436;0,16856;0,16169;0,27335;0,00012;0,00049;0,14029;0,01756;0,01605;0,37948;1,0
1796;0,66204;0,34418;0,16001;0,37461;0,03049;0,59035;0,05751;0,21588;0,13494;0,26958;0,01278;0,00385;0,07003;0,16386;0,006;0,26283;1,0
833;0,11482;0,50371;0,56063;0,72228;0,5998;0,26684;0,24534;0,11453;0,06533;0,03824;0,04366;0,41923;0,14211;0,03838;0,07395;0,18737;0,0
533;0,35718;0,53723;0,27347;0,36388;0,15228;0,49241;0,03608;0,19044;0,13915;0,02999;0,17483;0,33086;0,04721;0,19547;0,03828;0,19444;0,5
1668;0,5146;0,23608;0,42708;0,39641;0,81809;0,53131;0,47317;0,20736;0,18809;0,22636;0,01692;0,00453;0,1361;0,07801;0,03363;0,25285;1,0
484;0,26276;0,59933;0,30617;0,78706;0,07863;0,34707;0,11598;0,05006;0,04942;0,21726;0,07517;0,1019;0,02861;0,07402;0,03205;0,14444;0,0
200;0,26276;0,53723;0,37158;0,71159;0,0893;0,63557;0,04897;0,13156;0,41553;0,29988;0,12898;0,32055;0,18741;0,03062;0,1638;0,02222;0,5
1812;0,62037;0,36335;0,18313;0,16036;0,11838;0,41895;0,01081;0,20191;0,0933;0,31754;0,00623;0,00888;0,19244;0,06472;0,01631;0,3145;1,0
1385;0,3661;0,3658;0,44477;0,50338;0,05972;0,55465;0,46381;0,17262;0,13001;0,16659;0,00366;0,01711;0,17896;0,05007;0,03674;0,00724;1,0
644;0,4516;0,38198;0,33888;0,56334;0,07365;0,10412;0,01031;0,06832;0,00998;0,08262;0,05381;0,08657;0,04006;0,06348;0,02967;0,04444;0,5
1682;0,48847;0,34208;0,34259;0,40129;0,08612;0,39585;0,05392;0,17536;0,13746;0,3162;0,00839;0,01629;0,1939;0,05875;0,03586;0,28986;1,0
1781;0,58561;0,32923;0,25519;0,53845;0,04925;0,56248;0,00803;0,17863;0,18283;0,10451;0,01052;0,00539;0,1572;0,00972;0,00935;0,33658;1,0
603;0,4516;0,44408;0,27347;0,24528;0,02917;0,38612;0,01289;0,05952;0,04883;0,10465;0,35553;0,53898;0,10443;0,13804;0,06617;0,18333;0,5
1363;0,18816;0,60013;0,38285;0,38231;0,00058;0,38165;0,05699;0,2006;0,12887;0,36951;0,01065;0,01106;0,18359;0,04104;0,02025;0,22647;1,0
747;0,19982;0,66143;0,30617;0,84367;0,05959;0,40781;0,1933;0,03943;0,03317;0,20257;0,09422;0,06644;0,01288;0,03552;0,02736;0,03889;0,5
1176;0,15009;0,25111;0,79004;0,16719;0,02298;0,21838;0,51391;0,05007;0,06333;0,03276;0,09657;0,23941;0,05625;0,00789;0,07061;0,21224;0,0
839;0,42249;0,43326;0,31511;0,22777;0,00902;0,11297;0,5731;0,09676;0,06629;0,00919;0,38033;0,11744;0,11617;0,00862;0,00746;0,0163;0,0
1454;0,53596;0,29134;0,34668;0,39793;0,00926;0,18272;0,04644;0,18682;0,0505;0,12805;0,01205;0,01113;0,18013;0,08227;0,00882;0,25292;1,0
994;0,14774;0,78929;0,22562;0,22922;0,76544;0,07913;0,03673;0,19598;0,05332;0,26342;0,00891;0,4211;0,04383;0,1843;0,00678;0,21553;0,0
311;0,01098;0,56828;0,60051;0,92722;0,08308;0,61822;0,6366;0,05225;0,05134;0,31212;0,10343;0,09007;0,03004;0,04303;0,10415;0,28333;0,0
57;0,23129;0,38198;0,56781;0,96765;0,08254;0,35141;0,34149;0,05446;0,01018;0,05936;0,01319;0,03939;0,10014;0,03179;0,04362;0,01111;0,5
589;0,82926;0,13359;0,20806;0,79245;0,09766;0,27115;0,22294;0,19475;0,07255;0,07711;0,15829;0,02329;0,02718;0,01274;0,01454;0,09444;0,5
1303;0,55711;0,31296;0,30194;0,18258;0,0654;0,50955;0,05036;0,17669;0,01356;0,25731;0,13471;0,00513;0,16833;0,04465;0,02328;0,40971;1,0
1207;0,46343;0,22375;0,49325;0,85246;0,48618;0,02174;0,0604;0,18533;0,01523;0,0324;0,01304;0,30017;0,11993;0,00051;0,09734;0,02783;0,0
1405;0,54196;0,44101;0,18281;0,29062;0,12462;0,50251;0,02559;0,16096;0,07573;0,19645;0,14668;0,01321;0,16518;0,17419;0,01844;0,26786;1,0
610;0,38865;0,35093;0,43699;0,74663;0,07098;0,40564;0,41237;0,087;0,05107;0,14504;0,07852;0,05368;0,04864;0,02339;0,04273;0,10556;0,5
44;0,13687;0,59933;0,43699;0,88949;0,10869;0,40781;0,42526;0,03578;0,08649;0,20196;0,06972;0,08166;0,1073;0,08361;0,04095;0,15556;0,5
101;0,38865;0,38198;0,40429;0,2938;0,07721;0,40564;0,0;0,01096;0,0524;0,06059;0,13212;0,50968;0,08011;0,0531;0,03561;0,2;0,5
275;0,35718;0,38198;0,43699;0,96765;0,12061;0,67462;0,44459;0,19589;0,34774;0,58323;0,15348;0,03;0,70386;0,01804;0,15074;0,43333;0,5
1305;0,62945;0,25419;0,28867;0,82861;0,0649;0,52893;0,01318;0,19355;0,11834;0,13128;0,19498;0,00294;0,14803;0,02739;0,01449;0,41701;1,0
354;0,38865;0,44408;0,33888;0,89218;0,11403;0,49892;0,14562;0,37719;0,10393;0,18299;0,38233;0,06977;0,05866;0,0395;0,03501;0,18333;0,5
102;0,51454;0,35093;0,30617;0,89757;0,06671;0,31887;0,4317;0,04599;0,01658;0,0765;0,06575;0,0383;0,11445;0,01531;0,03412;0,06111;0,5
1707;0,397;0,34829;0,4311;0,32388;0,10614;0,51319;0,16299;0,2002;0,13761;0,32461;0,013;0,01373;0,19186;0,04368;0,04346;0,23489;1,0
842;0,6349;0,12709;0,41687;0,16682;0,01073;0,34856;0,17267;0,02605;0,01527;0,04557;0,11113;0,08168;0,00138;0,00971;0,10342;0,18247;0,0
108;0,1054;0,59933;0,4697;0,81671;0,08236;0,54447;0,34794;0,09314;0,10096;0,17625;0,12395;0,14904;0,02146;0,0251;0,0362;0,19444;0,5
1194;0,20771;0,35133;0,62459;0,90469;0,29879;0,12645;0,61848;0,09354;0,01219;0,0159;0,01171;0,18936;0,10295;0,00563;0,00575;0,24169;0,0
1847;0,49769;0,39508;0,27719;0,25422;0,069;0,4487;0,01822;0,10834;0,12598;0,30103;0,00369;0,01782;0,16464;0,09154;0,03736;0,26141;1,0
808;0,58606;0,20996;0,38034;0,24371;0,69696;0,17393;0,06133;0,11454;0,00675;0,0032;0,00884;0,3965;0,03332;0,11812;0,00837;0,21453;0,0
778;0,48307;0,35093;0,33888;0,88949;0,06102;0,21909;0,3866;0,04167;0,02028;0,15606;0,01968;0,04451;0,02017;0,02113;0,01166;0,01111;0,5
1165;0,43044;0,34862;0,39601;0,14585;0,78983;0,32414;0,49616;0,05083;0,00418;0,05198;0,07812;0,29518;0,0307;0,00876;0,00286;0,21214;0,0
544;0,51454;0,28884;0,37158;0,37466;0,08592;0,44902;0,01675;0,06027;0,06739;0,07711;0,07161;0,38978;0,05436;0,23422;0,04718;0,11667;0,5
951;0,42574;0,44286;0,30163;0,59826;0,2581;0,33608;0,36603;0,13919;0,05271;0,03033;0,17849;0,26322;0,03631;0,1035;0,07784;0,0583;0,0
427;0,23129;0,38198;0,56781;0,87871;0,06297;0,30803;0,50258;0,08991;0,04414;0,05692;0,02869;0,02389;0,00572;0,02259;0,01424;0,06111;0,0
1035;0,35832;0,50756;0,30354;0,72024;0,64677;0,52967;0,40573;0,01371;0,02219;0,03056;0,01351;0,34716;0,00493;0,0484;0,08907;0,20474;0,0
1237;0,39379;0,511;0,26306;0,97942;0,49929;0,13863;0,55522;0,16167;0,02501;0,04751;0,10918;0,10972;0,0467;0,18413;0,04651;0,39389;0,0
129;0,19982;0,53723;0,43699;0,81132;0,07685;0,47072;0,08119;0,06616;0,05444;0,21114;0,1049;0,17937;0,04149;0,04699;0,04955;0,11111;0,5
1614;0,34604;0,66243;0,15318;0,3797;0,11236;0,53644;0,03292;0,19598;0,10076;0,0487;0,01309;0,00318;0,19155;0,05355;0,07036;0,32529;1,0
1294;0,57002;0,41189;0,18432;0,4544;0,01195;0,52951;0,22644;0,213;0,17354;0,20713;0,00131;0,01296;0,17722;0,09133;0,00454;0,38131;1,0
1318;0,58157;0,2929;0,29765;0,20967;0,12071;0,48291;0,14694;0,08155;0,08135;0,17374;0,21253;0,01829;0,17721;0,03496;0,02422;0,34115;1,0
1564;0,67363;0,40135;0,08776;0,2969;0,12582;0,37626;0,05608;0,19436;0,189;0,30253;0,00754;0,43359;0,08799;0,04908;0,02094;0,23409;1,0
1627;0,51317;0,36666;0,29103;0,3741;0,05034;0,44735;0,04616;0,20498;0,17864;0,07534;0,00613;0,00757;0,15793;0,05119;0,03544;0,36948;1,0
1095;0,35587;0,56087;0,24994;0,22064;0,57819;0,19844;0,35538;0,17646;0,03296;0,05272;0,13066;0,25466;0,03559;0,0092;0,0677;0,01706;0,0
555;0,60896;0,19569;0,37158;0,86523;0,09162;0,43167;0,22294;0,15931;0,08345;0,08017;0,04711;0,02068;0,04721;0,02355;0,01929;0,17778;0,5
482;0,23129;0,56828;0,37158;0,81132;0,08112;0,27332;0,2384;0,04782;0,04579;0,17687;0,06658;0,07921;0,02003;0,06209;0,02404;0,13333;0,0
781;0,16834;0,44408;0,56781;0,89218;0,06902;0,49675;0,46778;0,08443;0,01724;0,36169;0,07642;0,04342;0,03877;0,01638;0,16341;0,11111;0,0
987;0,59167;0,08032;0,51106;0,68074;0,02309;0,25948;0,46611;0,1424;0,06763;0,01064;0,16005;0,18999;0,012;0,00255;0,00141;0,01392;0,0
905;0,14448;0,32112;0,72213;0,22294;0,80804;0,26789;0,29085;0,18373;0,10507;0,02406;0,15637;0,29915;0,07606;0,00836;0,00173;0,39559;0,0
1402;0,50825;0,26354;0,40476;0,40788;0,04095;0,4971;0,03356;0,2195;0,18292;0,13089;0,00224;0,00182;0,18225;0,05706;0,04429;0,29059;1,0
1226;0,63388;0,02209;0,52852;0,17248;0,02225;0,38728;0,55579;0,14463;0,04978;0,3686;0,06075;0,28512;0,01511;0,00663;0,09952;0,10951;0,0
679;0,4516;0,28884;0,43699;0,43935;0,06724;0,33189;0,01289;0,1608;0,14939;0,08568;0,06323;0,24849;0,1402;0,08757;0,05964;0,20556;0,5
926;0,70312;0,38115;0,07838;0,19523;0,76227;0,11787;0,5857;0,08432;0,05471;0,35729;0,32072;0,1511;0,11517;0,14596;0,08554;0,21195;0,0
1856;0,59685;0,40973;0,15871;0,27689;0,11129;0,60548;0,0222;0,20636;0,03846;0,33637;0,01548;0,01105;0,13921;0,05575;0,03265;0,01069;1,0
1199;0,51573;0,22403;0,43861;0,62262;0,26929;0,2849;0,12841;0,21155;0,03304;0,17284;0,28553;0,27127;0,11332;0,00977;0,00704;0,16214;0,0
902;0,14433;0,21933;0,8295;0,92903;0,02365;0,34523;0,35122;0,00285;0,02027;0,01837;0,22107;0,05916;0,12261;0,00933;0,0063;0,07571;0,0
1646;0,46278;0,32487;0,38741;0,30979;0,09979;0,66182;0,02785;0,20384;0,09901;0,27067;0,01185;0,00267;0,18715;0,00692;0,01249;0,23227;1,0
1606;0,53466;0,31728;0,32072;0,38518;0,07675;0,53391;0,02875;0,20959;0,15462;0,35926;0,01831;0,00036;0,19432;0,02513;0,01119;0,40662;1,0
757;0,23129;0,19569;0,76404;0,91375;0,06279;0,50759;0,44201;0,10817;0,02834;0,10588;0,02785;0,04528;0,01974;0,01796;0,01656;0,02778;0,0
979;0,65978;0,32563;0,18191;0,85341;0,53803;0,23742;0,18174;0,2112;0,01757;0,05103;0,04304;0,00633;0,02056;0,00786;0,08726;0,05807;0,0
731;0,26276;0,56828;0,33888;0,84906;0,05817;0,49024;0,34794;0,07231;0,05055;0,24908;0,17525;0,05084;0,05179;0,02486;0,03585;0,02778;0,5
406;0,38865;0,50618;0,27347;0,85445;0,05515;0,30369;0,54124;0,05994;0,03006;0,12913;0,10804;0,03999;0,04006;0,02248;0,01098;0,15556;0,5
1291;0,71692;0,3509;0,09591;0,35155;0,1249;0,66067;0,0273;0,19844;0,11467;0,33617;0,01792;0,0007;0,05356;0,09977;0,04624;0,30965;1,0
1349;0,55269;0,23331;0,39042;0,34327;0,03747;0,45442;0,58262;0,17465;0,16116;0,13566;0,00758;0,00709;0,15643;0,04318;0,05142;0,30821;1,0
310;0,23129;0,47513;0,4697;0,90027;0,16082;0,38395;1,0;0,03067;0,07393;0,11506;0,09673;0,03928;0,03004;0,01991;0,06202;0,26667;0,5
227;0,57748;0,25779;0,33888;0,83827;0,0708;0,24295;0,05155;0,03213;0,14972;0,0612;0,06554;0,03704;0,02718;0,00284;0,02878;0,23333;0,5
1814;0,57177;0,31264;0,28704;0,84638;0,02754;0,54707;0,34493;0,14321;0,12192;0,18709;0,00431;0,00186;0,13129;0,06983;0,03981;0,33942;1,0
1455;0,33329;0,44063;0,40004;0,29051;0,08976;0,51936;0,05088;0,19529;0,1307;0,25041;0,01384;0,01663;0,16003;0,03349;0,00138;0,04637;1,0
1685;0,39053;0,33208;0,4549;0,29293;0,09077;0,63933;0,04617;0,20307;0,15066;0,09916;0,01859;0,00869;0,07937;0,16606;0,02539;0,28573;1,0
1690;0,55629;0,22747;0,39283;0,34363;0,07955;0,56685;0,05414;0,2123;0,11692;0,02189;0,18074;0,00269;0,17997;0,04696;0,03048;0,0578;1,0
701;0,38865;0,59933;0,17536;0,15633;0,03184;0,24946;0,0232;0,11622;0,13465;0,26132;0,53371;0,45153;0,09013;0,20361;0,08902;0,27222;0,5
149;0,42012;0,22674;0,5351;0,9434;0,07151;0,35141;0,3866;0,04782;0,05563;0,08752;0,07705;0,0509;0,02146;0,00209;0,01869;0,18889;0,0
549;0,38865;0,41303;0,37158;0,85984;0,05372;0,44902;0,41624;0,00581;0,04625;0,14749;0,0134;0,03022;0,02289;0,03822;0,02374;0,07222;0,5
652;0,54601;0,28884;0,33888;0,0;0,05995;0,24946;0,01289;0,19774;0,09435;0,04651;0,06051;0,53058;0,11445;0,32655;0,06439;0,27778;0,5
1231;0,65094;0,03837;0,49365;0,25167;0,38818;0,13014;0,3012;0,13221;0,01304;0,07689;0,34878;0,24233;0,01696;0,00525;0,00855;0,12203;0,0
721;0,26276;0,63038;0,27347;0,67655;0,11314;0,18655;0,07732;0,07596;0,0368;0,19339;0,63296;0,25225;0,01502;0,08543;0,06249;0,18333;0,0
737;0,60896;0,13359;0,43699;0,30997;0,04892;0,2603;0,0;0,13299;0,14106;0,11934;0,0848;0,50548;0,302;0,10823;0,07454;0,38333;0,5
1592;0,48252;0,48257;0,20079;0,46197;0,11067;0,56429;0,02548;0,21138;0,02455;0,13331;0,01243;0,37588;0,16608;0,16535;0,01715;0,26286;1,0
1826;0,7374;0,314;0,1135;0,59194;0,07827;0,39651;0,06288;0,19839;0,16677;0,19905;0,00426;0,00137;0,13487;0,01492;0,02766;0,04877;1,0
1659;0,32372;0,46666;0,38258;0,29051;0,10249;0,49341;0,00727;0,20784;0,09583;0,09775;0,00344;0,06238;0,18818;0,01658;0,01945;0,39339;1,0
1129;0,19168;0,15183;0,85139;0,52776;0,58917;0,15137;0,17627;0,04733;0,04222;0,05;0,12789;0,06146;0,08173;0,00912;0,08207;0,01752;0,0
840;0,19519;0,47083;0,51174;0,27634;0,00646;0,30152;0,14788;0,08806;0,026;0,02953;0,16811;0,06256;0,00584;0,00434;0,03548;0,35968;0,0
287;0,60896;0,25779;0,30617;0,38275;0,09838;0,34273;0,0;0,16957;0,21434;0,0869;0,06407;0,32611;0,34621;0,15742;0,06291;0,2;0,5
1502;0,41079;0,4019;0,36031;0,41936;0,0591;0,44734;0,01283;0,21451;0,15909;0,32175;0,00105;0,00424;0,1563;0,01688;0,01157;0,40619;1,0
651;0,35718;0,47513;0,33888;0,10782;0,06013;0,40347;0,0232;0,19044;0,05088;0,0716;0,19933;0,52681;0,12446;0,21694;0,04629;0,28333;0,5
705;0,19982;0,41303;0,56781;0,83288;0,0829;0,49024;0,17784;0,1305;0,02716;0,21053;0,14154;0,01686;0,02861;0,01643;0,02582;0,18889;0,5
1533;0,57834;0,36109;0,22919;0,49483;0,12569;0,24733;0,03354;0,18484;0,11265;0,14206;0,37188;0,0117;0,14141;0,04102;0,01497;0,25049;1,0
1488;0,32001;0,43375;0,42109;0,89643;0,03966;0,57451;0,01423;0,19199;0,11184;0,29317;0,01049;2e-05;0,16652;0,02243;0,03003;0,31837;1,0
1236;0,23638;0,45588;0,48468;0,66336;0,01073;0,28492;0,04963;0,12057;0,05273;0,35891;0,14019;0,10467;0,02072;0,16837;0,00448;0,06724;0,0
1376;0,71875;0,36473;0,07945;0,26269;0,06741;0,59437;0,02576;0,17858;0,07345;0,31368;0,01248;0,0101;0,17811;0,05178;0,01197;0,36911;1,0
711;0,89221;0,16464;0,10995;0,27224;0,15139;0,17787;0,0;0,39366;0,08028;0,0918;0,07496;0,24439;0,01373;0,07675;0,0162;0,35556;0,5
1058;0,8373;0,14726;0,18531;0,56261;0,00268;0,01679;0,10843;0,05938;0,0509;0,00586;0,11072;0,0231;0,11687;0,01056;0,0873;0,05056;0,0
1638;0,57021;0,39155;0,20555;0,30834;0,95791;0,50181;0,06296;0,20388;0,18481;0,06666;0,01265;0,01642;0,18972;0,02822;0,00666;0,17053;1,0
940;0,21394;0,43026;0,53499;0,26536;0,35662;0,21817;0,18578;0,16879;0,11298;0,02598;0,36694;0,36581;0,0887;0,00442;0,07909;0,41605;0,0
1233;0,17577;0,73707;0,2515;0,25316;0,1247;0,38461;0,55155;0,16396;0,02843;0,01779;0,32752;0,37525;0,05035;0,00019;0,04667;0,16334;0,0
941;0,91784;0,12982;0,11998;0,15319;0,02977;0,26344;0,06073;0,18826;0,05958;0,03528;0,00079;0,10689;0,01777;0,10827;0,00666;0,27906;0,0
1775;0,51017;0,33733;0,32505;0,52658;0,03101;0,56073;0,00454;0,22582;0,16034;0,18173;0,00421;0,01833;0,15591;0,00207;0,03596;0,19802;1,0
1326;0,33081;0,43445;0,40913;0,28557;0,11406;0,43321;0,04478;0,17173;0,18944;0,35796;0,00719;0,00939;0,16595;0,01462;0,01399;0,23227;1,0
1243;0,34054;0,14566;0,7032;0,95907;0,91119;0,18842;0,29884;0,11854;0,00362;0,00404;0,36834;0,14913;0,06929;0,15768;0,05812;0,20126;0,0
494;0,32571;0,78563;0,04454;0,72237;0,06475;0,36226;0,07088;0,20795;0,06131;0,07956;0,28476;0,15891;0,05293;0,10239;0,02849;0,05;0,5
1230;0,05659;0,65117;0,46583;0,94075;0,0163;0,26763;0,15453;0,14963;0,01724;0,00874;0,37445;0,32861;0,10278;0,17369;0,08221;0,137;0,0
278;0,29423;0,56828;0,30617;0,87332;0,06493;0,43601;0,24871;0,06102;0,06165;0,29131;0,17672;0,09498;0,10873;0,04239;0,06231;0,08333;0,0
1723;0,52808;0,33284;0,31116;0,43377;0,06686;0,532;0,04954;0,22403;0,12406;0,24627;0,0155;0,01608;0,14094;0,0943;0,07741;0,24312;1,0
359;0,4516;0,41303;0,30617;0,03774;0,15477;0,44252;0,00387;0,32708;0,06667;0,05569;0,12123;0,51356;0,09728;0,2095;0,07893;0,26111;0,5
1697;0,34226;0,41339;0,41942;0,27662;0,1241;0,46438;0,01152;0,19968;0,10298;0,3498;0,00801;0,00213;0,18103;0,01988;0,05065;0,34328;1,0
237;0,23129;0,44408;0,5024;0,92722;0,05888;0,26464;0,53866;0,05187;0,05497;0,15789;0,09904;0,04402;0,01574;0,01434;0,04154;0,16667;0,0
552;0,6719;0,13359;0,37158;0,88679;0,06102;0,48807;0,20619;0,01204;0,14298;0,03856;0,01424;0,03737;0,04292;0,01236;0,00979;0,17778;0,5
1743;0,45401;0,45401;0,2605;0,46949;0,12982;0,55297;0,04438;0,21775;0,19976;0,06722;0,00133;0,09145;0,13468;0,01767;0,03184;0,41937;1,0
1377;0,6136;0,37875;0,17393;0,45599;0,12208;0,61898;0,24539;0,16605;0,19643;0,19659;0,01273;0,00568;0,13948;0,08842;0,02758;0,33011;1,0
209;0,23129;0,47513;0,4697;0,9434;0,05781;0,3102;0,33505;0,03944;0,0481;0,09486;0,01822;0,01909;0,02432;0,00466;0,01306;0,02778;0,0
1310;0,35082;0,40436;0,42003;0,27632;0,06435;0,62857;0,05107;0,10098;0,01846;0,17436;0,0006;0,20669;0,1943;0,04895;0,01047;0,17784;1,0
1461;0,60294;0,32811;0,23836;0,43383;0,0646;0,43975;0,03089;0,17919;0,1781;0,06004;0,01845;0,01122;0,19211;0,08378;0,02834;0,22949;1,0
59;0,1054;0,41303;0,66592;0,91914;0,08877;0,21692;0,12887;0,07197;0,01724;0,17503;0,01508;0,0773;0,13305;0,05861;0,07478;0,02222;0,5
1694;0,61248;0,17294;0,39188;0,4041;0,04998;0,60825;0,38756;0,18133;0,02936;0,25619;0,01438;0,00237;0,16899;0,02468;0,04682;0,08632;1,0
1478;0,41762;0,2968;0,46391;0,17623;0,12055;0,59434;0,03193;0,22124;0,10319;0,36116;0,01133;0,01177;0,13501;0,00123;0,02822;0,3253;1,0
364;0,54601;0,25779;0,37158;0,27224;0,05176;0,20607;0,00644;0,02374;0,09983;0,02448;0,01256;0,20239;0,09156;0,1913;0,04065;0,12222;0,5
1164;0,24485;0,78545;0,12875;0,9814;0,00321;0,28301;0,57228;0,00419;0,02648;0,02829;0,02285;0,32503;0,06377;0,00073;0,07641;0,13864;0,0
594;0,64043;0,16464;0,37158;0,29111;0,03469;0,20607;0,01289;0,04823;0,11794;0,06548;0,04774;0,35323;0,15165;0,18787;0,02849;0,2;0,5
1050;0,18514;0,74636;0,23197;0,55168;0,02221;0,33391;0,57375;0,06903;0,06073;0,34392;0,37619;0,36094;0,06274;0,01631;0,0906;0,20056;0,0
1776;0,60542;0,27852;0,28802;0,42673;0,09725;0,37976;0,22453;0,18426;0,18342;0,34176;0,00033;0,01626;0,13557;0,07798;0,00071;0,35107;1,0
1139;0,47562;0,68002;0,0;0,55792;0,0828;0,5221;0,169;0,21012;0,04668;0,01703;0,26137;0,17876;0,03225;0,00062;0,03952;0,21812;0,0
742;0,13687;0,75458;0,27347;0,65499;0,28126;0,35575;0,0683;0,34908;0,1149;0,44186;0,56972;0,17075;0,12132;0,07055;0,57685;0,06111;0,5
1359;0,38936;0,42402;0,35928;0,33411;0,09045;0,56898;0,0603;0,2083;0,05695;0,03052;0,00491;0,0171;0,15149;0,04785;0,05253;0,33476;1,0
1757;0,35557;0,52782;0,28506;0,45687;0,09496;0,46019;0,05461;0,18214;0,13269;0,3118;0,00407;0,00019;0,17149;0,07598;0,03017;0,31219;1,0
119;0,29423;0,41303;0,4697;0,77628;0,08005;0,47939;0,0;0,13374;0,21698;0,21114;0,03413;0,11936;0,40486;0,14195;0,09644;0,15;0,5
1169;0,55796;0,10131;0,52399;0,61899;0,81984;0,10051;0,05359;0,04231;0,02079;0,02896;0,32712;0,00134;0,14135;0,00736;0,00151;0,10933;0,0
675;0,35718;0,16464;0,66592;0,1779;0,0555;0,24946;0,01289;0,11215;0,06686;0,05447;0,05716;0,46086;0,11588;0,11315;0,06588;0,22222;0,0
523;0,32571;0,66143;0,17536;0,72507;0,06884;0,40564;0,03866;0,06176;0,26158;0,2093;0,26863;0,16742;0,12876;0,085;0,03739;0,15;0,5
514;0,23129;0,63038;0,30617;0,48787;0,08663;0,65293;0,01289;0,08733;0,07757;0,0508;0,49518;0,37123;0,09871;0,1709;0,02967;0,35556;0,5
82;0,38865;0,41303;0,37158;0,71429;0,08414;0,20607;0,04897;0,03179;0,05273;0,08446;0,34066;0,20866;0,12017;0,09795;0,04036;0,06667;0,5
1081;0,16832;0,29761;0,72211;0,45807;0,06741;0,16588;0,50845;0,04285;0,03594;0,31931;0,05451;0,24628;0,08329;0,09454;0,0817;0,29969;0,0
893;0,56967;0,32884;0,27216;0,93026;0,00925;0,13214;0,59567;0,02339;0,00387;0,03306;0,34817;0,41713;0,0907;0,18243;0,00909;0,02071;0,0
381;0,38865;0,47513;0,30617;0,85984;0,05906;0,19957;0,19716;0,00506;0,01354;0,06548;0,05695;0,07212;0,0515;0,04121;0,03442;0,07778;0,5
1581;0,27181;0,65843;0,23453;0,46635;0,12386;0,42951;0,02272;0,19565;0,12366;0,03657;5e-05;0,00929;0,18716;0,03528;0,0529;0,11106;1,0
85;0,42012;0,31989;0,43699;0,97035;0,05515;0,1128;0,13273;0,0303;0,02491;0,05814;0,18802;0,04653;0,13448;0,02253;0,02255;0,0;0,5
1711;0,5557;0,41853;0,19221;0,47773;0,74412;0,58126;0,05867;0,18337;0,0624;0,28861;0,01829;0,01436;0,13994;0,02496;0,04496;0,06306;1,0
330;0,54601;0,31989;0,30617;0,34232;0,03824;0,12148;0,0;0,00985;0,20007;0,11444;0,11411;0,3949;0,08727;0,11133;0,15549;0,33333;0,5
977;0,40241;0,03967;0,75054;0,29427;0,01141;0,41208;0,35864;0,0194;0,06283;0,00955;0,03456;0,38354;0,02176;0,00838;0,10291;0,15292;0,0
1384;0,40166;0,35048;0,42395;0,45598;0,07652;0,30833;0,048;0,20119;0,16353;0,07449;0,00246;0,01566;0,18842;0,12531;0,03075;0,34345;1,0
1038;0,61014;0,36948;0,1873;0,619;0,01991;0,14088;0,44839;0,03366;0,03083;0,02755;0,34292;0,40859;0,0819;0,15159;0,06364;0,01106;0,0
967;0,33951;0,5432;0,28555;0,91361;0,02205;0,38029;0,46872;0,19445;0,04196;0,02921;0,06081;0,42273;0,08256;0,11398;0,07313;0,05389;0,0
1844;0,36397;0,4149;0,39526;0,29197;0,11623;0,66369;0,06348;0,20858;0,13629;0,16266;0,01111;0,00795;0,14244;0,15512;0,05194;0,38406;1,0
452;0,23129;0,53723;0,40429;0,84636;0,07258;0,33839;0,41881;0,16777;0,01936;0,10771;0,04983;0,07861;0,01717;0,03169;0,01869;0,11667;0,5
491;0,19982;0,63038;0,33888;0,8221;0,05692;0,47939;0,28093;0,08949;0,06303;0,18176;0,04544;0,1025;0,14592;0,12321;0,05549;0,05;0,0
1649;0,36255;0,38816;0,4249;0,53191;0,02926;0,59122;0,05947;0,18931;0,17833;0,17887;0,01623;0,00951;0,13009;0,07332;0,01293;0,3464;1,0
288;0,4516;0,22674;0,5024;0,30458;0,03575;0,20174;0,0;0,06649;0,05709;0,0306;0,05214;0,38408;0,05561;0,09863;0,05267;0,03889;0,5
803;0,32031;0,66981;0,17214;0,1419;0,78953;0,14089;0,3791;0,05284;0,01944;0,16298;0,11556;0,36901;0,03844;0,00481;0,00649;0,05514;0,0
1852;0,57068;0,42167;0,17333;0,29859;0,12272;0,67925;0,05982;0,19582;0,09865;0,219;0,00081;0,00423;0,1552;0,04844;0,01856;0,35183;1,0
1275;0,40499;0,51132;0,25108;0,59516;0,04997;0,536;0,03101;0,15344;0,17974;0,18516;0,01781;0,00669;0,15124;0,01001;0,05296;0,34104;1,0
1171;0,55511;0,24132;0,37947;0,23552;0,01846;0,09803;0,50478;0,05205;0,05186;0,00514;0,27727;0,15208;0,06812;0,00434;0,0048;0,02671;0,0
