ID;Sand %;Clay %;Silt %;pH;EC mS/cm;O.M. %;CACO3 %;N_NO3 ppm;P ppm;K ppm;Mg ppm;Fe ppm;Zn ppm;Mn ppm;Cu ppm;B ppm;Adequação MILHO
410;0,23333;0,82759;0,14815;0,81671;0,03937;0,41432;0,09665;0,06467;0,01738;0,17993;0,30172;0,05772;0,04149;0,03731;0,0368;0,19444;0,5
595;0,73333;0,17241;0,2963;0,4097;0,01093;0,22126;0,00644;0,0621;0,07248;0,05324;0,08647;0,21014;0,10014;0,14569;0,02018;0,17778;0,5
368;0,46667;0,24138;0,51852;0,12938;0,04028;0,23861;0,01031;0,14104;0,09177;0,0563;0,06449;0,40445;0,08298;0,17385;0,05757;0,26667;0,5
543;0,1;0,62069;0,51852;0,65229;0,07071;0,60954;0,0683;0,02955;0,11715;0,23072;0,10071;0,32137;0,05293;0,10662;0,05905;0,25;0,0
357;0,2;0,75862;0,25926;0,47439;0,01987;0,34056;0,0;0,15021;0,0413;0,11689;0,27827;0,23092;0,06295;0,07306;0,07982;0,28889;0,5
507;0,4;0,51724;0,2963;0,7628;0,04483;0,3449;0,17397;0,09389;0,10202;0,15545;0,04313;0,08068;0,04721;0,098;0,03027;0,01111;0,5
361;0,4;0,51724;0,2963;0,83558;0,0359;0,24729;0,30928;0,01278;0,05068;0,0563;0,06051;0,06148;0,02432;0,03056;0,03917;0,07222;0,5
61;0,2;0,31034;0,74074;0,93801;0,05103;0,35141;0,42268;0,08733;0,00839;0,07038;0,01193;0,04146;0,06581;0,02323;0,0184;0,00556;0,5
602;0,56667;0,44828;0,18519;0,71698;0,07654;0,19306;0,08119;0,05479;0,05735;0,06181;0,26424;0,12132;0,06295;0,0463;0,03472;0,1;0,5
774;0,3;0,51724;0,40741;0,88949;0,0554;0,28633;0,27062;0,05263;0,04942;0,18605;0,04334;0,04228;0,05379;0,01606;0,06196;0,00556;0,0
175;0,16667;0,7931;0,25926;0,92992;0,10115;0,60521;0,28351;0,08658;0,02953;0,28764;0,14049;0,11625;0,12589;0,05861;0,03442;0,07222;0,5
423;0,33333;0,44828;0,44444;0,86253;0,04738;0,4295;0,31959;0,06434;0,04764;0,14443;0,03643;0,03999;0,01001;0,04186;0,02285;0,08333;0,5
425;0,3;0,37931;0,55556;0,85984;0,04137;0,22343;0,44459;0,10302;0,02161;0,09914;0,03455;0,03999;0,03004;0,0342;0,02047;0,01667;0,0
353;0,23333;0,27586;0,74074;0,93801;0,02096;0,29718;0,07088;0,18968;0,02907;0,10159;0,06051;0,05324;0,01431;0,03832;0,08071;0,08889;0,0
737;0,63333;0,13793;0,44444;0,30997;0,0257;0,2603;0,0;0,13299;0,14106;0,11934;0,0848;0,50548;0,302;0,10823;0,07454;0,38333;0,5
182;0,33333;0,75862;0,11111;0,58221;0,0308;0,39046;0,0;0,05845;0,02207;0,11261;0,72362;0,23338;0,02575;0,0509;0,01424;0,17222;0,5
295;0,2;0,62069;0,40741;0,82749;0,03463;0,39479;0,01933;0,10269;0,10697;0,14871;0,09715;0,05471;0,05676;0,02645;0,03253;0,04444;0,5
91;0,4;0,51724;0,2963;0,59569;0,06652;0,32321;0,0;0,0098;0,05814;0,0967;0,22027;0,18313;0,0329;0,08569;0,18249;0,03333;0,5
221;0,56667;0,37931;0,25926;0,95148;0,05303;0,22126;0,50644;0,02447;0,01685;0,06854;0,0848;0,02695;0,02575;5e-05;0,01098;0,02778;0,5
719;0,46667;0,37931;0,37037;0,88949;0,06069;0,42516;0,34794;0,14328;0,02649;0,1175;0,03769;0,03682;0,02947;0,01765;0,02579;0,13333;0,5
427;0,23333;0,41379;0,59259;0,87871;0,04009;0,30803;0,50258;0,08991;0,04414;0,05692;0,02869;0,02389;0,00572;0,02259;0,01424;0,06111;0,0
159;0,46667;0,31034;0,44444;0,93531;0,07108;0,43601;0,23582;0,10269;0,04037;0,32436;0,01738;0,01522;0,20315;0,01873;0,08546;0,20556;0,5
70;0,33333;0,34483;0,55556;0,90027;0,0554;0,36659;0,15851;0,06542;0,02372;0,09119;0,03287;0,0384;0,1774;0,03388;0,12878;0,12222;0,5
397;0,33333;0,68966;0,18519;0,32884;0,01677;0,29718;0,01031;0,10302;0,1595;0,23501;0,34946;0,23185;0,05436;0,16234;0,06884;0,46111;0,5
132;0,56667;0,41379;0,22222;0,83019;0,05777;0,26464;0,0232;0,04167;0,10175;0,12546;0,25;0,151;0,05293;0,06857;0,05697;0,13333;0,5
45;0,2;0,44828;0,59259;0,93531;0,05048;0,35792;0,54124;0,03985;0,08801;0,40575;0,08878;0,05177;0,16738;0,00814;0,04392;0,20556;0,5
71;0,23333;0,48276;0,51852;0,90027;0,06689;0,36009;0,22552;0,03619;0,01103;0,10526;0,05235;0,04604;0,14592;0,03484;0,08576;0,00556;0,5
209;0,23333;0,51724;0,48148;0,9434;0,03481;0,3102;0,33505;0,03944;0,0481;0,09486;0,01822;0,01909;0,02432;0,00466;0,01306;0,02778;0,0
339;0,36667;0,72414;0,11111;0,57951;0,06579;0,30152;0,0;0,04128;0,05035;0,09425;0,3059;0,18738;0,03422;0,05419;0,04407;0,05556;0,5
441;0,5;0,44828;0,25926;0,69003;0,07727;0,29501;0,05799;0,08476;0,06072;0,13464;0,17797;0,13627;0,03577;0,08628;0,04777;0,18333;0,5
591;0,5;0,34483;0,37037;0,19677;0,05832;0,33839;0,01933;0,21966;0,1116;0,03427;0,11327;0,31002;0,13448;0,44623;0,03828;0,22222;0,5
136;0,4;0,55172;0,25926;0,9434;0,05212;0,46638;0,36469;0,02407;0,09898;0,20379;0,04355;0,09378;0,18741;0,057;0,23739;0,2;0,5
291;0,6;0,17241;0,44444;0,77628;0,05376;0,27332;0,00644;0,07161;0,3817;0,11444;0,06575;0,10668;0,20886;0,02045;0,01856;0,06667;0,5
166;0,1;0,75862;0,37037;0,91375;0,04429;0,43818;0,13531;0,08111;0,0366;0,29743;0,05465;0,08314;0,03577;0,03297;0,03591;0,08333;0,5
165;0,3;0,37931;0,55556;0,93531;0,0636;0,60521;0,32861;0,06135;0,06541;0,1328;0,06386;0,05068;0,13734;0,04394;0,03828;0,18889;0,5
29;0,13333;0,65517;0,44444;0,86253;0,09204;0,47722;0,27706;0,00872;0,01989;0,19339;0,2322;0,14396;0,05436;0,04721;0,08605;0,23889;0,5
711;0,93333;0,17241;0,07407;0,27224;0,13067;0,17787;0,0;0,39366;0,08028;0,0918;0,07496;0,24439;0,01373;0,07675;0,0162;0,35556;0,5
194;0,5;0,58621;0,11111;0,66846;0,02551;0,33839;0,07732;0,10597;0,0294;0,13525;0,53748;0,11571;0,01431;0,02291;0,00801;0,08889;0,0
219;0,43333;0,44828;0,33333;0,9407;0,04101;0,20174;0,42526;0,01496;0,01758;0,1071;0,12437;0,04741;0,03147;0,02136;0,01573;0,02222;0,5
625;0,3;0,62069;0,2963;0,08356;0,002;0,35792;0,01289;0,01278;0,08827;0,17993;0,26612;0,52779;0,0701;0,17465;0,05519;0,36667;0,5
519;0,4;0,51724;0,2963;0,85445;0,04593;0,35358;0,28995;0,1056;0,06515;0,12118;0,0647;0,04708;0,06295;0,05213;0,01899;0,03333;0,5
137;0,33333;0,65517;0,22222;0,92992;0,0472;0,56833;0,16495;0,0577;0,05015;0,20012;0,04732;0,09361;0,06152;0,05652;0,04807;0,16667;0,5
399;0,53333;0,34483;0,33333;0,52291;0,12685;0,2039;0,01675;0,02955;0,07413;0,08568;0,10595;0,24614;0,04149;0,11283;0,02878;0,21111;0,5
632;0,63333;0,31034;0,25926;0,42049;0,01312;0,30803;0,02577;0,00656;0,06726;0,07405;0,09987;0,12689;0,05579;0,14023;0,03769;0,1;0,5
141;0,76667;0,27586;0,14815;0,86792;0,07126;0,4859;0,04897;0,07671;0,08107;0,07895;0,04544;0,05466;0,07868;0,03286;0,01929;0,06667;0,5
720;0,23333;0,65517;0,33333;0,87871;0,04228;0,24729;0,33505;0,07779;0,01077;0,18788;0,20624;0,0881;0,0196;0,01676;0,03045;0,13333;0,0
7;0,45333;0,49655;0,25926;0,53261;0,15327;0,43125;0,0;0,29367;0,08842;0,09302;0,24183;0,56391;0,03119;0,19215;0,04226;0,2;1,0
590;0,33333;0,51724;0,37037;0,59569;0,04702;0,40347;0,04124;0,07529;0,15606;0,07405;0,28057;0,21445;0,04006;0,06155;0,05015;0,39444;0,5
325;0,2;0,58621;0,44444;0,88679;0,04356;0,27766;0,24613;0,05845;0,05973;0,13831;0,08815;0,05412;0,02718;0,02607;0,06706;0,08889;0,0
74;0,63333;0,31034;0,25926;0,98922;0,04228;0,03688;0,19974;0,04093;0,02901;0,14382;0,05255;0,02078;0,08584;0,03597;0,07745;0,03333;0,5
685;0,33333;0,31034;0,59259;0,30728;0,01658;0,38395;0,02577;0,13341;0,05451;0,10404;0,15808;0,40418;0,13591;0,10202;0,07448;0,21111;0,5
429;0,16667;0,82759;0,22222;0,84906;0,06215;0,36659;0,28995;0,08443;0,09105;0,19767;0,11662;0,03759;0,1073;0,03233;0,05015;0,21111;0,5
146;0,1;0,65517;0,48148;0,89218;0,20521;0,50976;0,12242;0,11514;0,14001;0,27417;0,08124;0,11761;0,06152;0,04127;0,03205;0,12778;0,5
310;0,23333;0,51724;0,48148;0,90027;0,14033;0,38395;1,0;0,03067;0,07393;0,11506;0,09673;0,03928;0,03004;0,01991;0,06202;0,26667;0,5
327;0,16667;0,82759;0,22222;0,91914;0,03554;0,31236;0,3299;0,06467;0,02458;0,1377;0,25691;0,03442;0,01574;0,02034;0,02997;0,13333;0,0
495;0,2;0,82759;0,18519;0,80054;0,04994;0,41866;0,17784;0,1041;0,01156;0,1328;0,09841;0,08527;0,04721;0,08757;0,03917;0,1;0,5
133;0,53333;0,41379;0,25926;0,90027;0,0534;0,3449;0,10052;0,03437;0,06019;0,24969;0,11348;0,12498;0,0372;0,04833;0,04599;0,08333;0,5
358;0,1;1,0;0,11111;0,79515;0,04666;0,31236;0,08763;0,02632;0,17668;0,11506;0,28727;0,13747;0,04006;0,05181;0,06617;0,01667;0,0
538;0,36667;0,68966;0,14815;0,74394;0,08475;0,38612;0,05541;0,19774;0,12534;0,15728;0,50586;0,0983;0,06724;0,05074;0,02047;0,14444;0,5
732;0,2;0,75862;0,25926;0,77898;0,05704;0,56616;0,12887;0,08949;0,12422;0,40453;0,37563;0,11903;0,06767;0,08601;0,03837;0,02778;0,5
432;0,2;0,7931;0,22222;0,80593;0,05686;0,39479;0,18041;0,08185;0,00905;0,2295;0,08752;0,06792;0,02718;0,06284;0,03412;0,23333;0,5
42;0,06667;0,58621;0,59259;0,95957;0,03681;0,20174;0,50644;0,0303;0,0146;0,04039;0,16394;0,08805;0,06867;0,0106;0,01899;0,0;0,0
474;0,26667;0,51724;0,44444;0,86253;0,04994;0,28416;0,39304;0,07853;0,02874;0,09547;0,03874;0,06023;0,01717;0,0364;0,01543;0,11667;0,0
109;0,33333;0,41379;0,48148;0,83827;0,04921;0,56833;0,54124;0,09829;0,09561;0,16401;0,05549;0,1007;0,08441;0,01295;0,12611;0,22778;0,5
329;0,43333;0,48276;0,2963;0,61186;0,10115;0,24946;0,18557;0,06138;0,09204;0,06671;0,1273;0,31657;0,02003;0,08692;0,03145;0,11111;0,5
57;0,23333;0,41379;0,59259;0,96765;0,06014;0,35141;0,34149;0,05446;0,01018;0,05936;0,01319;0,03939;0,10014;0,03179;0,04362;0,01111;0,5
240;0,2;0,68966;0,33333;0,88679;0,06871;0,40998;0,34794;0,08588;0,16974;0,23807;0,11369;0,0521;0,03577;0,03907;0,03561;0,37778;0,5
300;0,13333;0,68966;0,40741;0,84367;0,05067;0,55315;0,1134;0,20284;0,11226;0,16891;0,15389;0,06127;0,01817;0,02809;0,03332;0,08889;0,5
603;0,46667;0,48276;0,25926;0,24528;0,00547;0,38612;0,01289;0,05952;0,04883;0,10465;0,35553;0,53898;0,10443;0,13804;0,06617;0,18333;0,5
228;0,43333;0,34483;0,44444;0,79784;0,04738;0,23427;0,06443;0,0369;0,10572;0,06548;0,10071;0,05761;0,01144;0,00236;0,02018;0,1;0,5
213;0,1;0,68966;0,44444;0,96765;0,04848;0,45119;0,25129;0,06942;0,11556;0,18115;0,07894;0,0779;0,0372;0,01804;0,05252;0,06667;0,5
581;0,36667;0,41379;0,44444;0,80054;0,06597;0,25163;0,09407;0,17906;0,07043;0,19217;0,22948;0,02908;0,02003;0,02387;0,03531;0,11667;0,5
363;0,2;0,41379;0,62963;0,8248;0,04319;0,57701;0,24227;0,04051;0,08655;0,06732;0,05967;0,06568;0,03433;0,04266;0,03442;0,17778;0,5
25;0,06667;0,89655;0,25926;0,73315;0,06944;0,22993;0,03608;0,01752;0,04942;0,22705;0,36725;0,24303;0,04864;0,09795;0,07211;0,15;0,0
637;0,63333;0,06897;0,51852;0,22642;0,0288;0,22343;0,00387;0,13664;0,23845;0,12301;0,00565;0,2205;0,16738;0,13146;0,02522;0,16667;0,5
624;0,2;0,75862;0,25926;0,10512;0,0164;0,52061;0,01933;0,03802;0,09362;0,17993;0,36265;0,40031;0,06152;0,18991;0,05579;0,35;0,5
335;0,33333;0,41379;0,48148;0,94879;0,0339;0,36226;0,41881;0,19042;0,05524;0,17136;0,08794;0,02308;0,02432;0,01804;0,03561;0,15556;0,5
364;0,56667;0,27586;0,37037;0,27224;0,02861;0,20607;0,00644;0,02374;0,09983;0,02448;0,01256;0,20239;0,09156;0,1913;0,04065;0,12222;0,5
627;0,06667;0,75862;0,40741;0,69811;0,05285;0,52278;0,07732;0,03619;0,03885;0,38311;0,17588;0,04533;0,04149;0,05304;0,0365;0,07778;0,5
111;0,23333;0,55172;0,44444;0,90566;0,07582;0,6269;0,45103;0,16844;0,06468;0,64871;0,10155;0,01522;0,07868;0,0106;0,08279;0,3;0,5
83;0,53333;0,34483;0,33333;0,90027;0,03262;0,06725;0,09665;0,02117;0,03383;0,04957;0,15222;0,06235;0,09156;0,04014;0,02552;0,02222;0,5
52;0,43333;0,37931;0,40741;0,59299;0,08092;0,33623;0,0;0,02225;0,36862;0,07895;0,07307;0,73029;0,16881;0,1686;0,08398;0,13889;0,5
463;0,2;0,96552;0,03704;0,84367;0,06014;0,35141;0,18428;0,02698;0,05497;0,17748;0,25105;0,09776;0,0372;0,04641;0,04837;0,08889;0,0
496;0,46667;0,44828;0,2963;0,85445;0,04611;0,37744;0,25129;0,07563;0,01625;0,08201;0,17064;0,10207;0,0515;0,07788;0,02344;0,03333;0,5
716;0,3;0,72414;0,18519;0,85714;0,04538;0,43167;0,12887;0,0968;0,01467;0,24786;0,06365;0,07086;0,01631;0,03656;0,02211;0,02222;0,5
630;0,23333;0,68966;0,2963;0,11051;0,00419;0,37744;0,02577;0,04093;0,06634;0,1481;0,32496;0,38809;0,06438;0,18102;0,05223;0,27222;0,5
199;0,5;0,51724;0,18519;0,73046;0,02588;0,38395;0,07732;0,03579;0,0;0,07099;0,52073;0,17855;0,0372;0,02553;0,00801;0,07778;0,5
660;0,46667;0,48276;0,25926;0,21833;0,1848;0,50325;0,01031;0,52482;0,08973;0,20991;0,35469;0,47046;0,07868;0,29208;0,06202;0,25556;0,5
706;0,26667;0,58621;0,37037;0,81671;0,07381;0,28633;0,11985;0,03138;0,01962;0,21359;0,1719;0,0377;0,0186;0,02575;0,02552;0,12222;0,0
315;0,16667;0,41379;0,66667;0,91375;0,04738;0,50325;0,67655;0,04529;0,13829;0,16157;0,07956;0,03039;0,03147;0,01563;0,11128;0,19444;0,5
479;0,5;0,41379;0,2963;0,84906;0,04392;0,15184;0,16753;0,01278;0,05048;0,11016;0,03978;0,04752;0,0186;0,02896;0,01988;0,28333;0,5
347;0,2;0,48276;0,55556;0,91644;0,04155;0,37744;0,50902;0,17872;0,0296;0,20196;0,09422;0,00442;0,06009;0,01097;0,04184;0,16667;0,5
140;0,43333;0,27586;0,51852;0,61725;0,07418;0,31236;0,0;0,05371;0,16981;0,05202;0,03539;0,24434;0,16881;0,04303;0,07211;0,07778;0,5
320;0,0;0,27586;1,0;0,95148;0,04957;0,33406;0,5232;0,05918;0,05491;0,0814;0,01801;0,02269;0,04006;0,01343;0,07181;0,11667;0,0
445;0,26667;0,75862;0,18519;0,83288;0,0483;0,29935;0,14562;0,06434;0,03548;0,30539;0,13756;0,08641;0,0372;0,06846;0,05104;0,15556;0,0
19;0,36667;0,2069;0,66667;0,8814;0,08566;0,44035;0,08376;0,09281;0,2374;0,0814;0,0626;0,1114;0,08727;0,02719;0,03264;0,04444;0,5
572;0,73333;0,2069;0,25926;0,84636;0,0534;0,29935;0,21263;0,11987;0,07347;0,10037;0,07245;0,03279;0,03147;0,03608;0,02255;0,23333;0,5
598;0,5;0,27586;0,44444;0,80593;0,13978;0,82213;0,23196;0,37681;1,0;0,44859;0,25607;0,04522;0,5608;0,02189;0,06677;0,47222;0,5
84;0,6;0,31034;0,2963;0,81671;0,05139;0,09328;0,04897;0,0;0,022;0,05875;0,16227;0,08794;0,09442;0,06642;0,02641;0,04444;0,5
62;0,06667;0,65517;0,51852;0,90296;0,04447;0,42733;0,19716;0,09206;0,07281;0,29804;0,05067;0,07741;0,19886;0,07044;0,06736;0,04444;0,5
362;0,13333;0,68966;0,40741;0,71159;0,05449;0,35141;0,1933;0,12311;0,06409;0,18605;0,45603;0,07201;0,03863;0,05138;0,04926;0,24444;0,5
430;0,43333;0,41379;0,37037;0,84906;0,04574;0,32104;0,44845;0,07596;0,0296;0,10955;0,10448;0,02842;0,01288;0,02173;0,03234;0,08889;0,5
183;0,16667;0,89655;0,14815;0,56873;0,0195;0,32104;0,0;0,09647;0,02649;0,17503;0,79502;0,27456;0,04292;0,05074;0,02819;0,22222;0,5
478;0,56667;0,48276;0,14815;0,55795;0,11536;0,20824;0,06443;0,0968;0,07169;0,09853;0,09213;0,33277;0,03004;0,1344;0,04332;0,17778;0,5
224;0,26667;0,68966;0,25926;0,80863;0,06616;0,46204;0,04124;0,0347;0,06554;0,15483;0,06679;0,05275;0,02861;0,06091;0,06647;0,06111;0,5
642;0,63333;0,34483;0,22222;0,70081;0,0585;0,13449;0,12242;0,13158;0,05795;0,08017;0,03329;0,07954;0,04149;0,0441;0,04036;0,06111;0,5
449;0,43333;0,44828;0,33333;0,89757;0,02952;0,06725;0,29639;0,07272;0,01354;0,09241;0,10092;0,00131;0,00572;0,00605;0,00623;0,13889;0,5
433;0,26667;0,72414;0,22222;0,52022;0,09677;0,32104;0,03608;0,01461;0,04176;0,18176;0,49791;0,29824;0,08727;0,1116;0,06231;0,11667;0,0
542;0,1;0,44828;0,7037;0,85445;0,04046;0,49458;0,22938;0,01237;0,04123;0,11628;0,02408;0,06104;0,02861;0,0455;0,02938;0,46111;0,5
426;0,2;0,48276;0,55556;0,86792;0,04921;0,22126;0,41624;0,11879;0,01414;0,06671;0,04125;0,03044;0,00429;0,01809;0,01721;0,06111;0,0
607;0,63333;0,24138;0,33333;0,81402;0,04884;0,31236;0,4317;0,13631;0,04275;0,12852;0,06491;0,04277;0,05722;0,01386;0,02582;0,28889;0,5
177;0,4;0,65517;0,14815;0,92992;0,05777;0,95662;0,22294;0,16553;0,93181;0,85006;0,25377;0,07823;0,18312;0,03281;0,04006;0,17222;0,5
534;0,3;0,75862;0,14815;0,55256;0,04064;0,49458;0,06443;0,01785;0,28008;0,19155;0,39552;0,23916;0,09156;0,15501;0,04718;0,37222;0,5
366;0,63333;0,24138;0,33333;0,08895;0,03426;0,13232;0,01031;0,09497;0,15031;0,0661;0,00858;0,23632;0,06724;0,19681;0,02611;0,4;0,5
164;0,23333;0,7931;0,18519;0,34043;0,03937;0,36443;0,0;0,05404;0,10268;0,09119;0,03392;0,09749;0,0515;0,48665;0,0451;0,19444;0,5
249;0,33333;0,34483;0,55556;0,90027;0,04082;0,27766;0,43814;0,04237;0,02597;0,21114;0,09464;0,04348;0,09728;0,0061;0,05994;0,09444;0,0
523;0,33333;0,72414;0,14815;0,72507;0,04611;0,40564;0,03866;0,06176;0,26158;0,2093;0,26863;0,16742;0,12876;0,085;0,03739;0,15;0,5
694;0,63333;0,24138;0,33333;0,16442;0,0082;0,18655;0,00644;0,02847;0,07955;0,0869;0,05339;0,37308;0,10443;0,2354;0,04243;0,17778;0,5
75;0,26667;0,62069;0,33333;0,8841;0,04465;0,36659;0,07088;0,05844;0,05292;0,16646;0,11432;0,06726;0,07153;0,06905;0,05223;0,04444;0,5
604;0,73333;0,24138;0,22222;0,81132;0,04957;0,2321;0,19072;0,06284;0,03158;0,07956;0,06449;0,03175;0,05579;0,02516;0,02107;0,07778;0,5
713;0,36667;0,44828;0,40741;0,1186;0,03536;0,24295;0,0;0,13888;0,02953;0,10526;0,13631;0,38836;0,05465;0,1404;0,03887;0,35556;0,5
105;0,3;0,55172;0,37037;0,50404;0,10625;0,34273;0,0;0,04126;0,1924;0,16279;0,24497;0,26562;0,06009;0,07301;0,05697;0,07222;0,5
115;0,16667;0,65517;0,40741;0,81402;0,17569;0,49241;0,52577;0,47808;0,03343;0,17993;0,10218;0,09361;0,03863;0,01402;0,02849;0,22778;0,5
759;0,26667;0,34483;0,62963;0,85984;0,14799;0,50325;0,28737;0,44297;0,24685;0,72215;0,06554;0,03546;0,14077;0,01672;0,02703;0,10556;0,5
93;0,33333;0,34483;0,55556;0,91105;0,07326;0,43818;0,51933;0,05114;0,04348;0,18482;0,05758;0,03759;0,02003;0,01226;0,02433;0,18889;0,5
394;0,23333;0,75862;0,22222;0,531;0,10425;0,28633;0,00387;0,04416;0,09891;0,28152;0,59715;0,2127;0,03863;0,1336;0,07745;0,17222;0,5
90;0,56667;0,31034;0,33333;0,79515;0,05796;0,33189;0,25129;0,0391;0,03726;0,10465;0,12416;0,09099;0,02718;0,07204;0,04896;0,0;0,5
413;0,3;0,65517;0,25926;0,45553;0,1068;0,2538;0,00644;0,1041;0,05643;0,14259;0,1474;0,20414;0,05293;0,10405;0,03264;0,28333;0,5
760;0,26667;0,65517;0,2963;0,80054;0,04356;0,36443;0,03866;0,06434;0,10611;0,2246;0,20477;0,13534;0,04149;0,0355;0,03656;0,03889;0,5
726;0,23333;0,86207;0,11111;0,61186;0,07436;0,26464;0,0;0,16337;0,09997;0,10649;0,52722;0,13627;0,05722;0,0835;0,06223;0,03333;0,5
468;0,16667;0,58621;0,48148;0,87871;0,04064;0,50542;0,42526;0,11439;0,01718;0,10159;0,11704;0,07239;0,02575;0,04303;0,0276;0,22222;0,5
531;0,3;0,58621;0,33333;0,1779;0,03481;0,2885;0,01289;0,18529;0,14932;0,45043;0,17232;0,46353;0,06438;0,27474;0,04629;0,32222;0,5
12;0,55333;0,35862;0,2963;0,57601;0,11664;0,29093;0,0;0,04567;0,08659;0,05814;0,08417;0,4518;0,06667;0,21913;0,04089;0,16111;0,5
337;0,33333;0,37931;0,51852;0,95418;0,03262;0,36659;0,34794;0,19881;0,04645;0,16769;0,06114;0,00687;0,05866;0,00252;0,05697;0,12222;0,5
44;0,13333;0,65517;0,44444;0,88949;0,08693;0,40781;0,42526;0,03578;0,08649;0,20196;0,06972;0,08166;0,1073;0,08361;0,04095;0,15556;0,5
43;0,03333;0,82759;0,37037;0,89218;0,05303;0,35792;0,2616;0,03138;0,02028;0,14871;0,14657;0,15504;0,12589;0,04079;0,03591;0,0;0,5
168;0,26667;0,7931;0,14815;0,48787;0,07764;0,66811;0,0;0,09572;0,13657;0,12974;0,41918;0,46991;0,08584;0,18027;0,08249;0,31667;0,5
741;0,53333;0,55172;0,11111;0,74124;0,06142;0,3167;0,06443;0,13814;0,05147;0,18115;0,7567;0,11854;0,08784;0,05203;0,01843;0,08889;0,5
729;0,36667;0,68966;0,14815;0,39084;0,08693;0,41215;0,0;0,21783;0,12507;0,18299;0,76843;0,27391;0,08398;0,14666;0,10843;0,14444;0,5
395;0,63333;0,2069;0,37037;0,74124;0,05012;0,20824;0,03222;0,07089;0,14661;0,08568;0,04271;0,04762;0,03004;0,07028;0,02166;0,2;0,5
179;0,23333;0,75862;0,22222;0,91914;0,04994;0,49675;0,27706;0,09538;0,02782;0,32375;0,09129;0,15809;0,04149;0,0501;0,03383;0,11111;0,5
518;0,5;0,37931;0,33333;0,85175;0,04556;0,3449;0,26418;0,07488;0,03053;0,09547;0,04481;0,05597;0,03863;0,04063;0,01424;0,01111;0,5
527;0,16667;0,82759;0,22222;0,5876;0,03845;0,3731;0,02577;0,04715;0,03066;0,16707;0,16771;0,20201;0,05579;0,10352;0,04154;0,16667;0,5
178;0,16667;0,86207;0,18519;0,95418;0,03827;0,50325;0,25773;0,08517;0,07347;0,27968;0,13191;0,1084;0,05293;0,03725;0,03561;0,03889;0,5
639;0,76667;0,03448;0,40741;0,21833;0,01148;0,09544;0,01675;0,08003;0,0483;0,0;0,06135;0,24947;0,04864;0,08933;0,03412;0,15;0,0
548;0,3;0,27586;0,66667;0,87601;0,03408;0,44252;0,28737;0,0098;0,02233;0,112;0,01047;0,03279;0,02575;0,02906;0,01869;0,06111;0,5
258;0,23333;0,41379;0,59259;0,92722;0,11627;0,57267;0,40593;0,05444;0,03436;0,14015;0,05025;0,02526;0,22031;0,04357;0,06944;1,0;0,5
343;0,1;0,51724;0,62963;0,89757;0,03317;0,35141;0,08119;0,19773;0,08867;0,17625;0,06177;0,07037;0,02718;0,04057;0,04273;0,11667;0,5
454;0,26667;0,55172;0,40741;0,87332;0,03135;0,15835;0,32861;0,0259;0,01777;0,1022;0,08208;0,0611;0,01288;0,03757;0,02374;0,11667;0,0
16;0,13333;0,55172;0,55556;0,90566;0,0698;0,43601;0,27062;0,01967;0,10215;0,18543;0,12877;0,08172;0,03577;0,04127;0,03234;0,0;0,5
691;0,53333;0,24138;0,44444;0,45013;0,03116;0,40564;0,04124;0,07305;0,0259;0,08201;0,18384;0,15597;0,12446;0,12883;0,05312;0,19444;0,5
257;0,3;0,48276;0,44444;0,90296;0,08201;0,55531;0,28995;0,19662;0,06693;0,43084;0,09485;0,04757;0,20887;0,03779;0,09555;0,41667;0,5
772;0,43333;0,55172;0,22222;0,91105;0,03208;0,36226;0,29639;0,05081;0,05312;0,30049;0,23157;0,04626;0,02704;0,01588;0,0335;0,01667;0,5
483;0,23333;0,68966;0,2963;0,8248;0,06452;0,27983;0,15464;0,06683;0,02431;0,18911;0,13903;0,1108;0,02289;0,06664;0,03234;0,11667;0,0
457;0,33333;0,62069;0,25926;0,84906;0,05176;0,29284;0,21907;0,05994;0,01037;0,16585;0,14196;0,08848;0,01717;0,04844;0,04125;0,16111;0,5
517;0,26667;0,86207;0,07407;0,77358;0,0667;0,47722;0,15206;0,1696;0,03079;0,2705;0,37395;0,05019;0,04864;0,06621;0,02136;0,14444;0,5
421;0,7;0,34483;0,14815;0,44744;0,08256;0,11497;0,00387;0,02955;0,04262;0,05569;0,13191;0,24401;0,02432;0,13354;0,03294;0,03333;0,5
382;0,73333;0,37931;0,07407;0,79784;0,0441;0,21475;0,09407;0,12643;0,03859;0,11873;0,19996;0,05068;0,02289;0,0441;0,0365;0,29444;0,5
328;0,23333;0,65517;0,33333;0,90027;0,03226;0,26898;0,2049;0,04018;0,10796;0,15483;0,07684;0,06241;0,01574;0,04491;0,02077;0,08889;0,5
440;0,36667;0,51724;0,33333;0,84097;0,03809;0,32972;0,19072;0,04458;0,02352;0,10771;0,03476;0,03824;0,01717;0,0349;0,01929;0,05;0,5
10;0,35333;0,46207;0,40741;0,82507;0,0636;0,45491;0,11224;0,07349;0,02525;0,07834;0,10008;0,09705;0,0083;0,01381;0,01365;0,16667;0,5
250;0,33333;0,34483;0,55556;0,88679;0,06543;0,2603;0,40335;0,03725;0,00852;0,05936;0,06114;0,05302;0,11731;0,01659;0,01573;0,05;0,5
